year,garnizon,reason,suicides,outcome
2016,Białystok,poor economical condition,13,Attempted
2016,Białystok,committing a crime,2,Attempted
2016,Białystok,unwanted pregnancy,0,Attempted
2016,Białystok,death of a loved one,4,Attempted
2016,Gdańsk,mental illness,40,Attempted
2016,Gdańsk,physical illness,24,Attempted
2016,Gdańsk,virus carrier,0,Attempted
2016,Gdańsk,disability,2,Attempted
2016,Gdańsk,family problems,57,Attempted
2016,Gdańsk,heartbreak,30,Attempted
2016,Gdańsk,school/work problems,3,Attempted
2016,Gdańsk,loss of source of income,6,Attempted
2016,Gdańsk,poor economical condition,26,Attempted
2016,Gdańsk,committing a crime,1,Attempted
2016,Gdańsk,unwanted pregnancy,0,Attempted
2016,Gdańsk,death of a loved one,8,Attempted
2016,Gorzów Wlkp.,mental illness,27,Attempted
2016,Gorzów Wlkp.,physical illness,10,Attempted
2016,Gorzów Wlkp.,virus carrier,0,Attempted
2016,Gorzów Wlkp.,disability,0,Attempted
2016,Gorzów Wlkp.,family problems,32,Attempted
2016,Gorzów Wlkp.,heartbreak,35,Attempted
2016,Gorzów Wlkp.,school/work problems,1,Attempted
2016,Gorzów Wlkp.,loss of source of income,2,Attempted
2016,Gorzów Wlkp.,poor economical condition,8,Attempted
2016,Gorzów Wlkp.,committing a crime,1,Attempted
2016,Gorzów Wlkp.,unwanted pregnancy,0,Attempted
2016,Gorzów Wlkp.,death of a loved one,2,Attempted
2016,Katowice,mental illness,215,Attempted
2016,Katowice,physical illness,57,Attempted
2016,Katowice,virus carrier,1,Attempted
2016,Katowice,disability,4,Attempted
2016,Katowice,family problems,188,Attempted
2016,Katowice,heartbreak,125,Attempted
2016,Katowice,school/work problems,7,Attempted
2016,Katowice,loss of source of income,18,Attempted
2016,Katowice,poor economical condition,75,Attempted
2016,Katowice,committing a crime,6,Attempted
2016,Katowice,unwanted pregnancy,1,Attempted
2016,Katowice,death of a loved one,32,Attempted
2016,Kielce,mental illness,96,Attempted
2016,Kielce,physical illness,30,Attempted
2016,Kielce,virus carrier,1,Attempted
2016,Kielce,disability,0,Attempted
2016,Kielce,family problems,122,Attempted
2016,Kielce,heartbreak,61,Attempted
2016,Kielce,school/work problems,2,Attempted
2016,Kielce,loss of source of income,9,Attempted
2016,Kielce,poor economical condition,29,Attempted
2016,Kielce,committing a crime,4,Attempted
2016,Kielce,unwanted pregnancy,1,Attempted
2016,Kielce,death of a loved one,12,Attempted
2016,Kraków,mental illness,224,Attempted
2016,Kraków,physical illness,49,Attempted
2016,Kraków,virus carrier,0,Attempted
2016,Kraków,disability,2,Attempted
2016,Kraków,family problems,99,Attempted
2016,Kraków,heartbreak,75,Attempted
2016,Kraków,school/work problems,12,Attempted
2016,Kraków,loss of source of income,11,Attempted
2016,Kraków,poor economical condition,25,Attempted
2016,Kraków,committing a crime,3,Attempted
2016,Kraków,unwanted pregnancy,0,Attempted
2016,Kraków,death of a loved one,13,Attempted
2016,Łódź,mental illness,181,Attempted
2016,Łódź,physical illness,49,Attempted
2016,Łódź,virus carrier,0,Attempted
2016,Łódź,disability,4,Attempted
2016,Łódź,family problems,147,Attempted
2016,Łódź,heartbreak,128,Attempted
2016,Łódź,school/work problems,5,Attempted
2016,Łódź,loss of source of income,14,Attempted
2016,Łódź,poor economical condition,37,Attempted
2016,Łódź,committing a crime,2,Attempted
2016,Łódź,unwanted pregnancy,0,Attempted
2016,Łódź,death of a loved one,21,Attempted
2016,Lublin,mental illness,61,Attempted
2016,Lublin,physical illness,23,Attempted
2016,Lublin,virus carrier,1,Attempted
2016,Lublin,disability,3,Attempted
2016,Lublin,family problems,50,Attempted
2016,Lublin,heartbreak,29,Attempted
2016,Lublin,school/work problems,1,Attempted
2016,Lublin,loss of source of income,4,Attempted
2016,Lublin,poor economical condition,15,Attempted
2016,Lublin,committing a crime,0,Attempted
2016,Lublin,unwanted pregnancy,0,Attempted
2016,Lublin,death of a loved one,3,Attempted
2016,Olsztyn,mental illness,49,Attempted
2016,Olsztyn,physical illness,9,Attempted
2016,Olsztyn,virus carrier,0,Attempted
2016,Olsztyn,disability,1,Attempted
2016,Olsztyn,family problems,56,Attempted
2016,Olsztyn,heartbreak,46,Attempted
2016,Olsztyn,school/work problems,4,Attempted
2016,Olsztyn,loss of source of income,5,Attempted
2016,Olsztyn,poor economical condition,20,Attempted
2016,Olsztyn,committing a crime,4,Attempted
2016,Olsztyn,unwanted pregnancy,0,Attempted
2016,Olsztyn,death of a loved one,13,Attempted
2016,Opole,mental illness,47,Attempted
2016,Opole,physical illness,16,Attempted
2016,Opole,virus carrier,0,Attempted
2016,Opole,disability,0,Attempted
2016,Opole,family problems,38,Attempted
2016,Opole,heartbreak,21,Attempted
2016,Opole,school/work problems,0,Attempted
2016,Opole,loss of source of income,3,Attempted
2016,Opole,poor economical condition,12,Attempted
2016,Opole,committing a crime,2,Attempted
2016,Opole,unwanted pregnancy,0,Attempted
2016,Opole,death of a loved one,3,Attempted
2016,Poznań,mental illness,74,Attempted
2016,Poznań,physical illness,28,Attempted
2016,Poznań,virus carrier,0,Attempted
2016,Poznań,disability,3,Attempted
2016,Poznań,family problems,66,Attempted
2016,Poznań,heartbreak,44,Attempted
2016,Poznań,school/work problems,4,Attempted
2016,Poznań,loss of source of income,12,Attempted
2016,Poznań,poor economical condition,33,Attempted
2016,Poznań,committing a crime,6,Attempted
2016,Poznań,unwanted pregnancy,0,Attempted
2016,Poznań,death of a loved one,10,Attempted
2016,Rzeszów,mental illness,87,Attempted
2016,Rzeszów,physical illness,17,Attempted
2016,Rzeszów,virus carrier,0,Attempted
2016,Rzeszów,disability,0,Attempted
2016,Rzeszów,family problems,57,Attempted
2016,Rzeszów,heartbreak,40,Attempted
2016,Rzeszów,school/work problems,4,Attempted
2016,Rzeszów,loss of source of income,8,Attempted
2016,Rzeszów,poor economical condition,11,Attempted
2016,Rzeszów,committing a crime,0,Attempted
2016,Rzeszów,unwanted pregnancy,0,Attempted
2016,Rzeszów,death of a loved one,4,Attempted
2016,Szczecin,mental illness,61,Attempted
2016,Szczecin,physical illness,35,Attempted
2016,Szczecin,virus carrier,0,Attempted
2016,Szczecin,disability,1,Attempted
2016,Szczecin,family problems,64,Attempted
2016,Szczecin,heartbreak,40,Attempted
2016,Szczecin,school/work problems,3,Attempted
2016,Szczecin,loss of source of income,6,Attempted
2016,Szczecin,poor economical condition,20,Attempted
2016,Szczecin,committing a crime,2,Attempted
2016,Szczecin,unwanted pregnancy,0,Attempted
2016,Szczecin,death of a loved one,8,Attempted
2016,Warszawa,mental illness,81,Attempted
2016,Warszawa,physical illness,25,Attempted
2016,Warszawa,virus carrier,1,Attempted
2016,Warszawa,disability,0,Attempted
2016,Warszawa,family problems,20,Attempted
2016,Warszawa,heartbreak,23,Attempted
2016,Warszawa,school/work problems,2,Attempted
2016,Warszawa,loss of source of income,3,Attempted
2016,Warszawa,poor economical condition,11,Attempted
2016,Warszawa,committing a crime,4,Attempted
2016,Warszawa,unwanted pregnancy,0,Attempted
2016,Warszawa,death of a loved one,3,Attempted
2016,Radom,mental illness,64,Attempted
2016,Radom,physical illness,14,Attempted
2016,Radom,virus carrier,0,Attempted
2016,Radom,disability,1,Attempted
2016,Radom,family problems,52,Attempted
2016,Radom,heartbreak,23,Attempted
2016,Radom,school/work problems,2,Attempted
2016,Radom,loss of source of income,8,Attempted
2016,Radom,poor economical condition,21,Attempted
2016,Radom,committing a crime,6,Attempted
2016,Radom,unwanted pregnancy,0,Attempted
2016,Radom,death of a loved one,9,Attempted
2016,Wrocław,mental illness,98,Attempted
2016,Wrocław,physical illness,41,Attempted
2016,Wrocław,virus carrier,0,Attempted
2016,Wrocław,disability,4,Attempted
2016,Wrocław,family problems,56,Attempted
2016,Wrocław,heartbreak,42,Attempted
2016,Wrocław,school/work problems,5,Attempted
2016,Wrocław,loss of source of income,7,Attempted
2016,Wrocław,poor economical condition,25,Attempted
2016,Wrocław,committing a crime,3,Attempted
2016,Wrocław,unwanted pregnancy,0,Attempted
2016,Wrocław,death of a loved one,16,Attempted
2017,Bydgoszcz,mental illness,59,Attempted
2017,Bydgoszcz,physical illness,6,Attempted
2017,Bydgoszcz,virus carrier,0,Attempted
2017,Bydgoszcz,disability,1,Attempted
2017,Bydgoszcz,family problems,27,Attempted
2017,Bydgoszcz,conflict outside family,3,Attempted
2017,Bydgoszcz,heartbreak,25,Attempted
2017,Bydgoszcz,school/work problems,3,Attempted
2017,Bydgoszcz,loss of source of income,5,Attempted
2017,Bydgoszcz,poor economical condition,14,Attempted
2017,Bydgoszcz,committing a crime,1,Attempted
2017,Bydgoszcz,unwanted pregnancy,0,Attempted
2017,Bydgoszcz,death of a loved one,8,Attempted
2017,Bydgoszcz,threat or loss of residence,0,Attempted
2017,Bydgoszcz,loss of health,8,Attempted
2017,Białystok,mental illness,80,Attempted
2017,Białystok,physical illness,7,Attempted
2017,Białystok,virus carrier,0,Attempted
2017,Białystok,disability,0,Attempted
2017,Białystok,family problems,47,Attempted
2017,Białystok,conflict outside family,8,Attempted
2017,Białystok,heartbreak,37,Attempted
2017,Białystok,school/work problems,7,Attempted
2017,Białystok,loss of source of income,4,Attempted
2017,Białystok,poor economical condition,10,Attempted
2017,Białystok,committing a crime,1,Attempted
2017,Białystok,unwanted pregnancy,0,Attempted
2017,Białystok,death of a loved one,3,Attempted
2017,Białystok,threat or loss of residence,0,Attempted
2017,Białystok,loss of health,2,Attempted
2017,Gdańsk,mental illness,110,Attempted
2017,Gdańsk,physical illness,12,Attempted
2017,Gdańsk,virus carrier,0,Attempted
2017,Gdańsk,disability,2,Attempted
2017,Gdańsk,family problems,51,Attempted
2017,Gdańsk,conflict outside family,5,Attempted
2017,Gdańsk,heartbreak,54,Attempted
2017,Gdańsk,school/work problems,6,Attempted
2017,Gdańsk,loss of source of income,4,Attempted
2017,Gdańsk,poor economical condition,19,Attempted
2017,Gdańsk,committing a crime,1,Attempted
2017,Gdańsk,unwanted pregnancy,0,Attempted
2017,Gdańsk,death of a loved one,12,Attempted
2017,Gdańsk,threat or loss of residence,2,Attempted
2017,Gdańsk,loss of health,8,Attempted
2017,Gorzów Wlkp.,mental illness,41,Attempted
2017,Gorzów Wlkp.,physical illness,7,Attempted
2017,Gorzów Wlkp.,virus carrier,0,Attempted
2017,Gorzów Wlkp.,disability,1,Attempted
2017,Gorzów Wlkp.,family problems,31,Attempted
2017,Gorzów Wlkp.,conflict outside family,1,Attempted
2017,Gorzów Wlkp.,heartbreak,27,Attempted
2017,Gorzów Wlkp.,school/work problems,2,Attempted
2017,Gorzów Wlkp.,loss of source of income,6,Attempted
2017,Gorzów Wlkp.,poor economical condition,7,Attempted
2017,Gorzów Wlkp.,committing a crime,1,Attempted
2017,Gorzów Wlkp.,unwanted pregnancy,0,Attempted
2017,Gorzów Wlkp.,death of a loved one,3,Attempted
2017,Gorzów Wlkp.,threat or loss of residence,0,Attempted
2017,Gorzów Wlkp.,loss of health,2,Attempted
2017,Katowice,mental illness,377,Attempted
2017,Katowice,physical illness,37,Attempted
2017,Katowice,virus carrier,0,Attempted
2017,Katowice,disability,6,Attempted
2017,Katowice,family problems,203,Attempted
2017,Katowice,conflict outside family,15,Attempted
2017,Katowice,heartbreak,199,Attempted
2017,Katowice,school/work problems,33,Attempted
2017,Katowice,loss of source of income,17,Attempted
2017,Katowice,poor economical condition,64,Attempted
2017,Katowice,committing a crime,10,Attempted
2017,Katowice,unwanted pregnancy,1,Attempted
2017,Katowice,death of a loved one,30,Attempted
2017,Katowice,threat or loss of residence,5,Attempted
2017,Katowice,loss of health,31,Attempted
2017,Kielce,mental illness,141,Attempted
2017,Kielce,physical illness,14,Attempted
2017,Kielce,virus carrier,0,Attempted
2017,Kielce,disability,3,Attempted
2017,Kielce,family problems,81,Attempted
2017,Kielce,conflict outside family,3,Attempted
2017,Kielce,heartbreak,76,Attempted
2017,Kielce,school/work problems,5,Attempted
2017,Kielce,loss of source of income,9,Attempted
2017,Kielce,poor economical condition,27,Attempted
2017,Kielce,committing a crime,5,Attempted
2017,Kielce,unwanted pregnancy,0,Attempted
2017,Kielce,death of a loved one,19,Attempted
2017,Kielce,threat or loss of residence,1,Attempted
2017,Kielce,loss of health,7,Attempted
2017,Kraków,mental illness,276,Attempted
2017,Kraków,physical illness,27,Attempted
2017,Kraków,virus carrier,1,Attempted
2017,Kraków,disability,2,Attempted
2017,Kraków,family problems,99,Attempted
2017,Kraków,conflict outside family,8,Attempted
2017,Kraków,heartbreak,78,Attempted
2017,Kraków,school/work problems,13,Attempted
2017,Kraków,loss of source of income,6,Attempted
2017,Kraków,poor economical condition,23,Attempted
2017,Kraków,committing a crime,2,Attempted
2017,Kraków,unwanted pregnancy,0,Attempted
2017,Kraków,death of a loved one,17,Attempted
2017,Kraków,threat or loss of residence,3,Attempted
2017,Kraków,loss of health,24,Attempted
2017,Łódź,mental illness,281,Attempted
2017,Łódź,physical illness,26,Attempted
2017,Łódź,virus carrier,0,Attempted
2017,Łódź,disability,2,Attempted
2017,Łódź,family problems,166,Attempted
2017,Łódź,conflict outside family,20,Attempted
2017,Łódź,heartbreak,167,Attempted
2017,Łódź,school/work problems,22,Attempted
2017,Łódź,loss of source of income,21,Attempted
2017,Łódź,poor economical condition,54,Attempted
2017,Łódź,committing a crime,6,Attempted
2017,Łódź,unwanted pregnancy,2,Attempted
2017,Łódź,death of a loved one,39,Attempted
2017,Łódź,threat or loss of residence,9,Attempted
2017,Łódź,loss of health,20,Attempted
2017,Lublin,mental illness,98,Attempted
2017,Lublin,physical illness,12,Attempted
2017,Lublin,virus carrier,1,Attempted
2017,Lublin,disability,2,Attempted
2017,Lublin,family problems,65,Attempted
2017,Lublin,conflict outside family,4,Attempted
2017,Lublin,heartbreak,37,Attempted
2017,Lublin,school/work problems,7,Attempted
2017,Lublin,loss of source of income,5,Attempted
2017,Lublin,poor economical condition,17,Attempted
2017,Lublin,committing a crime,1,Attempted
2017,Lublin,unwanted pregnancy,0,Attempted
2017,Lublin,death of a loved one,5,Attempted
2017,Lublin,threat or loss of residence,0,Attempted
2017,Lublin,loss of health,10,Attempted
2017,Olsztyn,mental illness,65,Attempted
2017,Olsztyn,physical illness,12,Attempted
2017,Olsztyn,virus carrier,0,Attempted
2017,Olsztyn,disability,1,Attempted
2017,Olsztyn,family problems,63,Attempted
2017,Olsztyn,conflict outside family,4,Attempted
2017,Olsztyn,heartbreak,83,Attempted
2017,Olsztyn,school/work problems,4,Attempted
2017,Olsztyn,loss of source of income,2,Attempted
2017,Olsztyn,poor economical condition,22,Attempted
2017,Olsztyn,committing a crime,2,Attempted
2017,Olsztyn,unwanted pregnancy,0,Attempted
2017,Olsztyn,death of a loved one,10,Attempted
2017,Olsztyn,threat or loss of residence,3,Attempted
2017,Olsztyn,loss of health,8,Attempted
2017,Opole,mental illness,49,Attempted
2017,Opole,physical illness,8,Attempted
2017,Opole,virus carrier,0,Attempted
2017,Opole,disability,1,Attempted
2017,Opole,family problems,26,Attempted
2017,Opole,conflict outside family,2,Attempted
2017,Opole,heartbreak,28,Attempted
2017,Opole,school/work problems,3,Attempted
2017,Opole,loss of source of income,1,Attempted
2017,Opole,poor economical condition,20,Attempted
2017,Opole,committing a crime,2,Attempted
2017,Opole,unwanted pregnancy,0,Attempted
2017,Opole,death of a loved one,5,Attempted
2017,Opole,threat or loss of residence,4,Attempted
2017,Opole,loss of health,9,Attempted
2017,Poznań,mental illness,129,Attempted
2017,Poznań,physical illness,18,Attempted
2017,Poznań,virus carrier,0,Attempted
2017,Poznań,disability,2,Attempted
2017,Poznań,family problems,84,Attempted
2017,Poznań,conflict outside family,6,Attempted
2017,Poznań,heartbreak,65,Attempted
2017,Poznań,school/work problems,8,Attempted
2017,Poznań,loss of source of income,6,Attempted
2017,Poznań,poor economical condition,29,Attempted
2017,Poznań,committing a crime,5,Attempted
2017,Poznań,unwanted pregnancy,1,Attempted
2017,Poznań,death of a loved one,12,Attempted
2017,Poznań,threat or loss of residence,0,Attempted
2017,Poznań,loss of health,13,Attempted
2017,Rzeszów,mental illness,144,Attempted
2017,Rzeszów,physical illness,22,Attempted
2017,Rzeszów,virus carrier,0,Attempted
2017,Rzeszów,disability,0,Attempted
2017,Rzeszów,family problems,73,Attempted
2017,Rzeszów,conflict outside family,6,Attempted
2017,Rzeszów,heartbreak,42,Attempted
2017,Rzeszów,school/work problems,11,Attempted
2017,Rzeszów,loss of source of income,6,Attempted
2017,Rzeszów,poor economical condition,27,Attempted
2017,Rzeszów,committing a crime,3,Attempted
2017,Rzeszów,unwanted pregnancy,0,Attempted
2017,Rzeszów,death of a loved one,11,Attempted
2017,Rzeszów,threat or loss of residence,1,Attempted
2017,Rzeszów,loss of health,11,Attempted
2017,Szczecin,mental illness,81,Attempted
2017,Szczecin,physical illness,18,Attempted
2017,Szczecin,virus carrier,1,Attempted
2017,Szczecin,disability,4,Attempted
2017,Szczecin,family problems,61,Attempted
2017,Szczecin,conflict outside family,5,Attempted
2017,Szczecin,heartbreak,63,Attempted
