year,garnizon,job,suicides,outcome
2004,Gdańsk,unemployed,64,Attempted
2004,Katowice,manual,106,Attempted
2004,Katowice,white collar,12,Attempted
2004,Katowice,self-employed,12,Attempted
2004,Katowice,farmer,7,Attempted
2004,Katowice,student (elementary),40,Attempted
2004,Katowice,student (college/university),9,Attempted
2004,Katowice,unemployed,149,Attempted
2004,Kielce,manual,32,Attempted
2004,Kielce,white collar,7,Attempted
2004,Kielce,self-employed,10,Attempted
2004,Kielce,farmer,25,Attempted
2004,Kielce,student (elementary),13,Attempted
2004,Kielce,student (college/university),3,Attempted
2004,Kielce,unemployed,79,Attempted
2004,Olsztyn,manual,40,Attempted
2004,Olsztyn,white collar,8,Attempted
2004,Olsztyn,self-employed,7,Attempted
2004,Olsztyn,farmer,13,Attempted
2004,Olsztyn,student (elementary),12,Attempted
2004,Olsztyn,student (college/university),0,Attempted
2004,Olsztyn,unemployed,104,Attempted
2004,Poznań,manual,75,Attempted
2004,Poznań,white collar,14,Attempted
2004,Poznań,self-employed,16,Attempted
2004,Poznań,farmer,27,Attempted
2004,Poznań,student (elementary),23,Attempted
2004,Poznań,student (college/university),7,Attempted
2004,Poznań,unemployed,125,Attempted
2004,Szczecin,manual,22,Attempted
2004,Szczecin,white collar,10,Attempted
2004,Szczecin,self-employed,4,Attempted
2004,Szczecin,farmer,4,Attempted
2004,Szczecin,student (elementary),27,Attempted
2004,Szczecin,student (college/university),3,Attempted
2004,Szczecin,unemployed,102,Attempted
2004,Warszawa,manual,33,Attempted
2004,Warszawa,white collar,16,Attempted
2004,Warszawa,self-employed,10,Attempted
2004,Warszawa,farmer,7,Attempted
2004,Warszawa,student (elementary),17,Attempted
2004,Warszawa,student (college/university),5,Attempted
2004,Warszawa,unemployed,61,Attempted
2005,Wrocław,manual,37,Attempted
2005,Wrocław,white collar,2,Attempted
2005,Wrocław,self-employed,11,Attempted
2005,Wrocław,farmer,4,Attempted
2005,Wrocław,student (elementary),15,Attempted
2005,Wrocław,student (college/university),3,Attempted
2005,Wrocław,unemployed,97,Attempted
2005,Bydgoszcz,manual,52,Attempted
2005,Bydgoszcz,white collar,10,Attempted
2005,Bydgoszcz,self-employed,9,Attempted
2005,Bydgoszcz,farmer,21,Attempted
2005,Bydgoszcz,student (elementary),20,Attempted
2005,Bydgoszcz,student (college/university),1,Attempted
2005,Bydgoszcz,unemployed,82,Attempted
2005,Lublin,manual,28,Attempted
2005,Lublin,white collar,10,Attempted
2005,Lublin,self-employed,13,Attempted
2005,Lublin,farmer,50,Attempted
2005,Lublin,student (elementary),21,Attempted
2005,Lublin,student (college/university),7,Attempted
2005,Lublin,unemployed,108,Attempted
2005,Gorzów Wlkp.,manual,28,Attempted
2005,Gorzów Wlkp.,white collar,0,Attempted
2005,Gorzów Wlkp.,self-employed,4,Attempted
2005,Gorzów Wlkp.,farmer,1,Attempted
2005,Gorzów Wlkp.,student (elementary),13,Attempted
2005,Gorzów Wlkp.,student (college/university),3,Attempted
2005,Gorzów Wlkp.,unemployed,44,Attempted
2005,Łódź,manual,42,Attempted
2005,Łódź,white collar,4,Attempted
2005,Łódź,self-employed,14,Attempted
2005,Łódź,farmer,28,Attempted
2005,Łódź,student (elementary),11,Attempted
2005,Łódź,student (college/university),4,Attempted
2005,Łódź,unemployed,116,Attempted
2005,Kraków,manual,48,Attempted
2005,Kraków,white collar,9,Attempted
2005,Kraków,self-employed,11,Attempted
2005,Kraków,farmer,42,Attempted
2005,Kraków,student (elementary),25,Attempted
2005,Kraków,student (college/university),5,Attempted
2005,Kraków,unemployed,94,Attempted
2005,Radom,manual,41,Attempted
2005,Radom,white collar,6,Attempted
2005,Radom,self-employed,11,Attempted
2005,Radom,farmer,49,Attempted
2005,Radom,student (elementary),19,Attempted
2005,Radom,student (college/university),2,Attempted
2005,Radom,unemployed,104,Attempted
2005,Opole,manual,30,Attempted
2005,Opole,white collar,10,Attempted
2005,Opole,self-employed,6,Attempted
2005,Opole,farmer,2,Attempted
2005,Opole,student (elementary),13,Attempted
2005,Opole,student (college/university),4,Attempted
2005,Opole,unemployed,41,Attempted
2005,Rzeszów,manual,36,Attempted
2005,Rzeszów,white collar,5,Attempted
2005,Rzeszów,self-employed,7,Attempted
2005,Rzeszów,farmer,15,Attempted
2005,Rzeszów,student (elementary),23,Attempted
2005,Rzeszów,student (college/university),3,Attempted
2005,Rzeszów,unemployed,85,Attempted
2005,Białystok,manual,30,Attempted
2005,Białystok,white collar,6,Attempted
2005,Białystok,self-employed,2,Attempted
2005,Białystok,farmer,31,Attempted
2005,Białystok,student (elementary),15,Attempted
2005,Białystok,student (college/university),4,Attempted
2005,Białystok,unemployed,64,Attempted
2005,Gdańsk,manual,35,Attempted
2005,Gdańsk,white collar,7,Attempted
2005,Gdańsk,self-employed,5,Attempted
2005,Gdańsk,farmer,7,Attempted
2005,Gdańsk,student (elementary),18,Attempted
2005,Gdańsk,student (college/university),2,Attempted
2005,Gdańsk,unemployed,80,Attempted
2005,Katowice,manual,93,Attempted
2005,Katowice,white collar,14,Attempted
2005,Katowice,self-employed,26,Attempted
2005,Katowice,farmer,3,Attempted
2005,Katowice,student (elementary),38,Attempted
2005,Katowice,student (college/university),3,Attempted
2005,Katowice,unemployed,178,Attempted
2005,Kielce,manual,26,Attempted
2005,Kielce,white collar,7,Attempted
2005,Kielce,self-employed,5,Attempted
2005,Kielce,farmer,15,Attempted
2005,Kielce,student (elementary),6,Attempted
2005,Kielce,student (college/university),0,Attempted
2005,Kielce,unemployed,64,Attempted
2005,Olsztyn,manual,35,Attempted
2005,Olsztyn,white collar,3,Attempted
2005,Olsztyn,self-employed,5,Attempted
2005,Olsztyn,farmer,14,Attempted
2005,Olsztyn,student (elementary),28,Attempted
2005,Olsztyn,student (college/university),5,Attempted
2005,Olsztyn,unemployed,89,Attempted
2005,Poznań,manual,74,Attempted
2005,Poznań,white collar,18,Attempted
2005,Poznań,self-employed,19,Attempted
2005,Poznań,farmer,29,Attempted
2005,Poznań,student (elementary),20,Attempted
2005,Poznań,student (college/university),7,Attempted
2005,Poznań,unemployed,98,Attempted
2005,Szczecin,manual,33,Attempted
2005,Szczecin,white collar,7,Attempted
2005,Szczecin,self-employed,2,Attempted
2005,Szczecin,farmer,5,Attempted
2005,Szczecin,student (elementary),20,Attempted
2005,Szczecin,student (college/university),1,Attempted
2005,Szczecin,unemployed,90,Attempted
2005,Warszawa,manual,32,Attempted
2005,Warszawa,white collar,15,Attempted
2005,Warszawa,self-employed,14,Attempted
2005,Warszawa,farmer,4,Attempted
2005,Warszawa,student (elementary),12,Attempted
2005,Warszawa,student (college/university),1,Attempted
2005,Warszawa,unemployed,54,Attempted
2006,Wrocław,manual,39,Attempted
2006,Wrocław,white collar,9,Attempted
2006,Wrocław,self-employed,11,Attempted
2006,Wrocław,farmer,12,Attempted
2006,Wrocław,student (elementary),12,Attempted
2006,Wrocław,student (college/university),2,Attempted
2006,Wrocław,unemployed,83,Attempted
2006,Bydgoszcz,manual,34,Attempted
2006,Bydgoszcz,white collar,2,Attempted
2006,Bydgoszcz,self-employed,10,Attempted
2006,Bydgoszcz,farmer,20,Attempted
2006,Bydgoszcz,student (elementary),14,Attempted
2006,Bydgoszcz,student (college/university),2,Attempted
2006,Bydgoszcz,unemployed,48,Attempted
2006,Lublin,manual,40,Attempted
2006,Lublin,white collar,7,Attempted
2006,Lublin,self-employed,6,Attempted
2006,Lublin,farmer,54,Attempted
2006,Lublin,student (elementary),26,Attempted
2006,Lublin,student (college/university),5,Attempted
2006,Lublin,unemployed,88,Attempted
2006,Gorzów Wlkp.,manual,31,Attempted
2006,Gorzów Wlkp.,white collar,2,Attempted
2006,Gorzów Wlkp.,self-employed,8,Attempted
2006,Gorzów Wlkp.,farmer,5,Attempted
2006,Gorzów Wlkp.,student (elementary),8,Attempted
2006,Gorzów Wlkp.,student (college/university),2,Attempted
2006,Gorzów Wlkp.,unemployed,43,Attempted
2006,Łódź,manual,59,Attempted
2006,Łódź,white collar,10,Attempted
2006,Łódź,self-employed,6,Attempted
2006,Łódź,farmer,24,Attempted
2006,Łódź,student (elementary),14,Attempted
2006,Łódź,student (college/university),2,Attempted
2006,Łódź,unemployed,88,Attempted
2006,Kraków,manual,68,Attempted
2006,Kraków,white collar,13,Attempted
2006,Kraków,self-employed,12,Attempted
2006,Kraków,farmer,20,Attempted
2006,Kraków,student (elementary),21,Attempted
2006,Kraków,student (college/university),8,Attempted
2006,Kraków,unemployed,55,Attempted
2006,Radom,manual,48,Attempted
2006,Radom,white collar,2,Attempted
2006,Radom,self-employed,9,Attempted
2006,Radom,farmer,38,Attempted
2006,Radom,student (elementary),14,Attempted
2006,Radom,student (college/university),5,Attempted
2006,Radom,unemployed,77,Attempted
2006,Opole,manual,33,Attempted
2006,Opole,white collar,5,Attempted
2006,Opole,self-employed,7,Attempted
2006,Opole,farmer,6,Attempted
2006,Opole,student (elementary),20,Attempted
2006,Opole,student (college/university),3,Attempted
2006,Opole,unemployed,39,Attempted
2006,Rzeszów,manual,33,Attempted
2006,Rzeszów,white collar,7,Attempted
2006,Rzeszów,self-employed,5,Attempted
2006,Rzeszów,farmer,18,Attempted
2006,Rzeszów,student (elementary),23,Attempted
2006,Rzeszów,student (college/university),5,Attempted
2006,Rzeszów,unemployed,81,Attempted
2006,Białystok,manual,20,Attempted
2006,Białystok,white collar,4,Attempted
2006,Białystok,self-employed,7,Attempted
2006,Białystok,farmer,19,Attempted
2006,Białystok,student (elementary),8,Attempted
2006,Białystok,student (college/university),4,Attempted
2006,Białystok,unemployed,46,Attempted
2006,Gdańsk,manual,42,Attempted
2006,Gdańsk,white collar,6,Attempted
2006,Gdańsk,self-employed,5,Attempted
2006,Gdańsk,farmer,7,Attempted
2006,Gdańsk,student (elementary),32,Attempted
2006,Gdańsk,student (college/university),3,Attempted
2006,Gdańsk,unemployed,73,Attempted
2006,Katowice,manual,110,Attempted
2006,Katowice,white collar,11,Attempted
2006,Katowice,self-employed,13,Attempted
2006,Katowice,farmer,8,Attempted
2006,Katowice,student (elementary),30,Attempted
2006,Katowice,student (college/university),8,Attempted
2006,Katowice,unemployed,143,Attempted
2006,Kielce,manual,31,Attempted
2006,Kielce,white collar,6,Attempted
2006,Kielce,self-employed,4,Attempted
2006,Kielce,farmer,15,Attempted
2006,Kielce,student (elementary),13,Attempted
2006,Kielce,student (college/university),4,Attempted
2006,Kielce,unemployed,56,Attempted
2006,Olsztyn,manual,45,Attempted
2006,Olsztyn,white collar,6,Attempted
2006,Olsztyn,self-employed,4,Attempted
2006,Olsztyn,farmer,9,Attempted
2006,Olsztyn,student (elementary),20,Attempted
2006,Olsztyn,student (college/university),0,Attempted
2006,Olsztyn,unemployed,72,Attempted
2006,Poznań,manual,68,Attempted
2006,Poznań,white collar,7,Attempted
2006,Poznań,self-employed,10,Attempted
2006,Poznań,farmer,30,Attempted
2006,Poznań,student (elementary),20,Attempted
2006,Poznań,student (college/university),4,Attempted
2006,Poznań,unemployed,83,Attempted
2006,Szczecin,manual,29,Attempted
2006,Szczecin,white collar,4,Attempted
2006,Szczecin,self-employed,1,Attempted
2006,Szczecin,farmer,5,Attempted
2006,Szczecin,student (elementary),17,Attempted
2006,Szczecin,student (college/university),1,Attempted
2006,Szczecin,unemployed,72,Attempted
2006,Warszawa,manual,32,Attempted
2006,Warszawa,white collar,15,Attempted
2006,Warszawa,self-employed,6,Attempted
2006,Warszawa,farmer,1,Attempted
2006,Warszawa,student (elementary),10,Attempted
2006,Warszawa,student (college/university),3,Attempted
2006,Warszawa,unemployed,38,Attempted
2007,Wrocław,manual,44,Attempted
2007,Wrocław,white collar,6,Attempted
2007,Wrocław,self-employed,8,Attempted
2007,Wrocław,farmer,3,Attempted
2007,Wrocław,student (elementary),17,Attempted
2007,Wrocław,student (college/university),2,Attempted
2007,Wrocław,unemployed,76,Attempted
2007,Bydgoszcz,manual,45,Attempted
2007,Bydgoszcz,white collar,6,Attempted
2007,Bydgoszcz,self-employed,7,Attempted
2007,Bydgoszcz,farmer,15,Attempted
2007,Bydgoszcz,student (elementary),21,Attempted
2007,Bydgoszcz,student (college/university),1,Attempted
2007,Bydgoszcz,unemployed,55,Attempted
2007,Lublin,manual,43,Attempted
2007,Lublin,white collar,7,Attempted
2007,Lublin,self-employed,6,Attempted
2007,Lublin,farmer,26,Attempted
2007,Lublin,student (elementary),23,Attempted
2007,Lublin,student (college/university),5,Attempted
2007,Lublin,unemployed,61,Attempted
2007,Gorzów Wlkp.,manual,23,Attempted
2007,Gorzów Wlkp.,white collar,4,Attempted
2007,Gorzów Wlkp.,self-employed,4,Attempted
2007,Gorzów Wlkp.,farmer,4,Attempted
2007,Gorzów Wlkp.,student (elementary),7,Attempted
2007,Gorzów Wlkp.,student (college/university),2,Attempted
2007,Gorzów Wlkp.,unemployed,41,Attempted
2007,Łódź,manual,40,Attempted
2007,Łódź,white collar,8,Attempted
2007,Łódź,self-employed,12,Attempted
2007,Łódź,farmer,34,Attempted
2007,Łódź,student (elementary),17,Attempted
2007,Łódź,student (college/university),4,Attempted
2007,Łódź,unemployed,98,Attempted
2007,Kraków,manual,50,Attempted
2007,Kraków,white collar,11,Attempted
2007,Kraków,self-employed,15,Attempted
2007,Kraków,farmer,15,Attempted
2007,Kraków,student (elementary),22,Attempted
2007,Kraków,student (college/university),5,Attempted
2007,Kraków,unemployed,68,Attempted
2007,Radom,manual,52,Attempted
2007,Radom,white collar,2,Attempted
2007,Radom,self-employed,11,Attempted
2007,Radom,farmer,35,Attempted
2007,Radom,student (elementary),16,Attempted
2007,Radom,student (college/university),0,Attempted
2007,Radom,unemployed,61,Attempted
2007,Opole,manual,36,Attempted
2007,Opole,white collar,3,Attempted
2007,Opole,self-employed,3,Attempted
2007,Opole,farmer,2,Attempted
2007,Opole,student (elementary),8,Attempted
2007,Opole,student (college/university),2,Attempted
2007,Opole,unemployed,31,Attempted
2007,Rzeszów,manual,37,Attempted
2007,Rzeszów,white collar,5,Attempted
2007,Rzeszów,self-employed,5,Attempted
2007,Rzeszów,farmer,7,Attempted
2007,Rzeszów,student (elementary),13,Attempted
2007,Rzeszów,student (college/university),2,Attempted
2007,Rzeszów,unemployed,58,Attempted
2007,Białystok,manual,33,Attempted
2007,Białystok,white collar,9,Attempted
2007,Białystok,self-employed,6,Attempted
2007,Białystok,farmer,28,Attempted
2007,Białystok,student (elementary),11,Attempted
2007,Białystok,student (college/university),2,Attempted
2007,Białystok,unemployed,46,Attempted
2007,Gdańsk,manual,38,Attempted
2007,Gdańsk,white collar,5,Attempted
2007,Gdańsk,self-employed,6,Attempted
2007,Gdańsk,farmer,5,Attempted
2007,Gdańsk,student (elementary),18,Attempted
2007,Gdańsk,student (college/university),0,Attempted
2007,Gdańsk,unemployed,51,Attempted
2007,Katowice,manual,83,Attempted
2007,Katowice,white collar,8,Attempted
2007,Katowice,self-employed,17,Attempted
2007,Katowice,farmer,6,Attempted
2007,Katowice,student (elementary),30,Attempted
2007,Katowice,student (college/university),5,Attempted
2007,Katowice,unemployed,108,Attempted
2007,Kielce,manual,25,Attempted
2007,Kielce,white collar,1,Attempted
2007,Kielce,self-employed,6,Attempted
2007,Kielce,farmer,8,Attempted
2007,Kielce,student (elementary),11,Attempted
2007,Kielce,student (college/university),3,Attempted
2007,Kielce,unemployed,59,Attempted
2007,Olsztyn,manual,40,Attempted
2007,Olsztyn,white collar,4,Attempted
2007,Olsztyn,self-employed,5,Attempted
2007,Olsztyn,farmer,11,Attempted
2007,Olsztyn,student (elementary),25,Attempted
2007,Olsztyn,student (college/university),0,Attempted
2007,Olsztyn,unemployed,87,Attempted
2007,Poznań,manual,53,Attempted
2007,Poznań,white collar,12,Attempted
2007,Poznań,self-employed,17,Attempted
2007,Poznań,farmer,30,Attempted
2007,Poznań,student (elementary),18,Attempted
2007,Poznań,student (college/university),3,Attempted
2007,Poznań,unemployed,69,Attempted
2007,Szczecin,manual,25,Attempted
2007,Szczecin,white collar,5,Attempted
2007,Szczecin,self-employed,8,Attempted
2007,Szczecin,farmer,2,Attempted
2007,Szczecin,student (elementary),19,Attempted
2007,Szczecin,student (college/university),2,Attempted
2007,Szczecin,unemployed,68,Attempted
2007,Warszawa,manual,36,Attempted
2007,Warszawa,white collar,18,Attempted
2007,Warszawa,self-employed,3,Attempted
2007,Warszawa,farmer,3,Attempted
2007,Warszawa,student (elementary),5,Attempted
2007,Warszawa,student (college/university),3,Attempted
2007,Warszawa,unemployed,31,Attempted
2008,Wrocław,manual,50,Attempted
2008,Wrocław,white collar,3,Attempted
2008,Wrocław,self-employed,11,Attempted
2008,Wrocław,farmer,4,Attempted
2008,Wrocław,student (elementary),15,Attempted
2008,Wrocław,student (college/university),1,Attempted
2008,Wrocław,unemployed,85,Attempted
2008,Bydgoszcz,manual,49,Attempted
2008,Bydgoszcz,white collar,6,Attempted
2008,Bydgoszcz,self-employed,7,Attempted
2008,Bydgoszcz,farmer,21,Attempted
2008,Bydgoszcz,student (elementary),12,Attempted
2008,Bydgoszcz,student (college/university),1,Attempted
2008,Bydgoszcz,unemployed,96,Attempted
2008,Lublin,manual,45,Attempted
2008,Lublin,white collar,2,Attempted
2008,Lublin,self-employed,7,Attempted
2008,Lublin,farmer,56,Attempted
2008,Lublin,student (elementary),41,Attempted
2008,Lublin,student (college/university),4,Attempted
2008,Lublin,unemployed,100,Attempted
2008,Gorzów Wlkp.,manual,42,Attempted
2008,Gorzów Wlkp.,white collar,2,Attempted
2008,Gorzów Wlkp.,self-employed,2,Attempted
2008,Gorzów Wlkp.,farmer,2,Attempted
2008,Gorzów Wlkp.,student (elementary),14,Attempted
2008,Gorzów Wlkp.,student (college/university),2,Attempted
2008,Gorzów Wlkp.,unemployed,38,Attempted
2008,Łódź,manual,47,Attempted
2008,Łódź,white collar,9,Attempted
